,ID,Year_Birth,Education,Marital_Status,Income,Income_category,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,median_income,Age,Join_year,Childhome,Total_Mnt,Total_num_purchase,Total_accept,Order_value
566,9120,1962-01-01,Graduate,Single,66565.0,3. Upper-Middle,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,64601.5,53,2012,1,1065,27,0,39.44444444444444
567,891,1951-01-01,Postgraduate,Married,29298.0,1. Lower,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,53459.5,64,2013,2,11,9,0,1.2222222222222223
568,10381,1979-01-01,Graduate,Single,47691.0,2. Lower-Middle,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,60313.0,36,2013,1,21,10,0,2.1
569,3525,1970-01-01,Graduate,Married,38200.0,2. Lower-Middle,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,53187.0,45,2012,2,17,11,0,1.5454545454545454
570,6818,1974-01-01,Graduate,Married,44989.0,2. Lower-Middle,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,44989.0,41,2012,1,369,22,0,16.772727272727273
571,3526,1968-01-01,Postgraduate,Married,38443.0,2. Lower-Middle,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,42564.0,47,2014,2,38,13,0,2.923076923076923
572,8181,1978-01-01,Undergraduate,Single,38593.0,2. Lower-Middle,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,36975.0,37,2013,1,177,19,0,9.31578947368421
573,1029,1970-01-01,Postgraduate,Married,64413.0,3. Upper-Middle,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,64413.0,45,2013,1,279,17,0,16.41176470588235
574,7369,1981-01-01,Postgraduate,Married,36959.0,2. Lower-Middle,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,36959.0,34,2013,1,62,15,0,4.133333333333334
575,2574,1977-01-01,Postgraduate,Married,61996.0,3. Upper-Middle,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,52496.5,38,2013,1,1230,26,6,47.30769230769231
576,8159,1968-01-01,Graduate,Married,51287.0,2. Lower-Middle,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,53910.5,47,2014,2,182,18,0,10.11111111111111
577,1160,1970-01-01,Graduate,Married,13260.0,1. Lower,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,53187.0,45,2013,2,49,18,0,2.7222222222222223
578,10242,1966-01-01,Postgraduate,Married,47472.0,2. Lower-Middle,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,52588.5,49,2013,2,75,13,0,5.769230769230769
579,5253,1956-01-01,Postgraduate,Married,54603.0,3. Upper-Middle,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,55249.0,59,2013,2,227,23,0,9.869565217391305
580,5966,1974-01-01,Postgraduate,Married,45207.0,2. Lower-Middle,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,39767.0,41,2012,2,215,21,1,10.238095238095237
581,5314,1951-01-01,Graduate,Married,40689.0,2. Lower-Middle,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,55547.0,64,2013,1,444,28,0,15.857142857142858
582,5081,1967-01-01,Undergraduate,Married,47821.0,2. Lower-Middle,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,47821.0,48,2013,2,47,13,0,3.6153846153846154
583,5123,1951-01-01,Postgraduate,Married,27450.0,1. Lower,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,53459.5,64,2013,0,143,14,0,10.214285714285714
584,5756,1983-01-01,Graduate,Married,39453.0,2. Lower-Middle,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,37292.0,32,2014,1,55,13,0,4.230769230769231
585,8036,1971-01-01,Undergraduate,Married,26850.0,1. Lower,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,51904.0,44,2014,2,63,15,0,4.2
586,9058,1955-01-01,Graduate,Single,79800.0,4. Upper,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,59925.0,60,2012,0,1867,25,4,74.68
587,5057,1961-01-01,Postgraduate,Married,61794.0,3. Upper-Middle,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,68402.0,54,2013,1,611,22,0,27.772727272727273
588,254,1955-01-01,Graduate,Married,53863.0,3. Upper-Middle,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,59925.0,60,2014,1,473,25,1,18.92
589,4179,1959-01-01,Graduate,Married,24221.0,1. Lower,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,59646.5,56,2013,0,55,10,0,5.5
590,3710,1984-01-01,Postgraduate,Single,39684.0,2. Lower-Middle,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,41197.0,31,2012,1,81,14,1,5.785714285714286
591,7627,1975-01-01,Postgraduate,Married,92163.0,4. Upper,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,46098.0,40,2012,0,2086,23,3,90.69565217391305
592,4501,1965-01-01,Postgraduate,Single,69882.0,4. Upper,0,0,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,55250.0,50,2013,0,1478,21,0,70.38095238095238
593,6424,1977-01-01,Graduate,Married,33178.0,1. Lower,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,42014.0,38,2014,1,49,9,0,5.444444444444445
594,3075,1972-01-01,Postgraduate,Married,59973.0,3. Upper-Middle,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,56175.5,43,2013,0,382,16,0,23.875
595,4992,1975-01-01,Postgraduate,Married,17459.0,1. Lower,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,46098.0,40,2013,1,69,16,1,4.3125
596,5252,1969-01-01,Graduate,Single,23910.0,1. Lower,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,53289.0,46,2012,1,67,13,0,5.153846153846154
597,7444,1969-01-01,Postgraduate,Married,42169.0,2. Lower-Middle,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,44121.5,46,2013,2,30,14,0,2.142857142857143
598,6919,1978-01-01,Undergraduate,Married,26224.0,1. Lower,1,0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,36975.0,37,2013,1,63,15,0,4.2
599,3537,1981-01-01,Graduate,Married,31089.0,1. Lower,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,42064.5,34,2012,1,79,18,0,4.388888888888889
600,10277,1961-01-01,Graduate,Single,30081.0,1. Lower,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,57091.0,54,2013,1,42,12,0,3.5
601,2453,1960-01-01,Graduate,Married,62807.0,3. Upper-Middle,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,55026.0,55,2012,1,819,28,0,29.25
602,7972,1955-01-01,Graduate,Single,72906.0,4. Upper,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,59925.0,60,2013,0,1151,18,0,63.94444444444444
603,895,1948-01-01,Postgraduate,Married,61467.0,3. Upper-Middle,0,2,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,60200.0,67,2012,2,594,25,0,23.76
604,1177,1966-01-01,Postgraduate,Married,49618.0,2. Lower-Middle,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,43456.0,49,2013,2,129,18,0,7.166666666666667
605,7141,1986-01-01,Postgraduate,Single,21888.0,1. Lower,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,28072.0,29,2012,1,213,22,1,9.681818181818182
606,7232,1973-01-01,Graduate,Single,42429.0,2. Lower-Middle,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,50121.0,42,2014,1,67,12,0,5.583333333333333
607,8477,1956-01-01,Graduate,Single,26150.0,1. Lower,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,54450.0,59,2013,3,28,12,0,2.3333333333333335
608,2457,1975-01-01,Undergraduate,Married,30801.0,1. Lower,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,30801.0,40,2012,1,45,13,0,3.4615384615384617
609,988,1965-01-01,Graduate,Married,81168.0,4. Upper,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,59594.0,50,2014,0,1193,21,1,56.80952380952381
610,7930,1969-01-01,Postgraduate,Single,26877.0,1. Lower,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,44121.5,46,2013,0,268,18,0,14.88888888888889
611,4587,1944-01-01,Postgraduate,Single,45006.0,2. Lower-Middle,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,62595.0,71,2013,0,266,15,0,17.733333333333334
612,6682,1973-01-01,Undergraduate,Married,18978.0,1. Lower,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,18978.0,42,2012,1,37,13,0,2.8461538461538463
613,6222,1967-01-01,Graduate,Married,22574.0,1. Lower,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,55657.0,48,2013,3,37,14,0,2.642857142857143
614,10299,1969-01-01,Postgraduate,Single,48240.0,2. Lower-Middle,0,0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,55212.0,46,2012,0,882,30,1,29.4
615,3083,1974-01-01,Graduate,Married,45837.0,2. Lower-Middle,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,44989.0,41,2013,2,373,25,0,14.92
616,8953,1965-01-01,Postgraduate,Single,35791.0,2. Lower-Middle,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,55250.0,50,2013,3,35,14,0,2.5
617,1503,1976-01-01,Postgraduate,Married,51371.0,2. Lower-Middle,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,55412.0,39,2013,2,107,2,0,53.5
618,8650,1978-01-01,Graduate,Single,54162.0,3. Upper-Middle,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,43526.0,37,2013,2,42,9,0,4.666666666666667
619,10862,1960-01-01,Postgraduate,Married,30522.0,1. Lower,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,50775.0,55,2012,1,326,19,0,17.157894736842106
620,2782,1961-01-01,Postgraduate,Married,54456.0,3. Upper-Middle,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,63342.0,54,2013,1,404,23,0,17.565217391304348
621,6941,1971-01-01,Graduate,Single,31632.0,1. Lower,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,42075.5,44,2013,0,95,13,0,7.3076923076923075
622,10972,1949-01-01,Graduate,Single,72298.0,4. Upper,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,69768.5,66,2014,0,939,15,2,62.6
623,10708,1978-01-01,Undergraduate,Single,36975.0,2. Lower-Middle,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,36975.0,37,2013,1,33,12,0,2.75
624,6583,1955-01-01,Undergraduate,Married,72635.0,4. Upper,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,67803.5,60,2013,0,981,24,1,40.875
625,3641,1976-01-01,Graduate,Married,13624.0,1. Lower,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,46179.5,39,2013,1,36,13,0,2.769230769230769
626,10156,1975-01-01,Graduate,Single,84196.0,4. Upper,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,56243.0,40,2013,1,1237,23,0,53.78260869565217
627,4299,1960-01-01,Graduate,Married,70971.0,4. Upper,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,55026.0,55,2012,1,1825,41,1,44.51219512195122
628,3469,1977-01-01,Postgraduate,Single,34487.0,1. Lower,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,52496.5,38,2012,2,103,18,0,5.722222222222222
629,5063,1977-01-01,Graduate,Single,28769.0,1. Lower,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,42014.0,38,2012,1,191,21,0,9.095238095238095
630,10727,1970-01-01,Postgraduate,Married,69084.0,4. Upper,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,64413.0,45,2013,1,1586,33,0,48.06060606060606
631,9624,1958-01-01,Postgraduate,Married,65488.0,3. Upper-Middle,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,68589.5,57,2014,0,963,15,0,64.2
632,5156,1970-01-01,Undergraduate,Married,62466.0,3. Upper-Middle,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,25959.0,45,2014,1,889,30,0,29.633333333333333
633,4376,1960-01-01,Undergraduate,Single,32218.0,1. Lower,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,50523.0,55,2014,0,93,14,2,6.642857142857143
634,8923,1973-01-01,Graduate,Single,83917.0,4. Upper,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,50121.0,42,2013,0,1587,24,1,66.125
635,8461,1962-01-01,Graduate,Single,46102.0,2. Lower-Middle,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,64601.5,53,2014,3,16,11,0,1.4545454545454546
636,6945,1952-01-01,Graduate,Single,84574.0,4. Upper,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,61823.0,63,2013,0,1375,37,0,37.16216216216216
637,944,1962-01-01,Graduate,Married,56181.0,3. Upper-Middle,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,64601.5,53,2013,1,393,18,0,21.833333333333332
638,1907,1950-01-01,Postgraduate,Single,63120.0,3. Upper-Middle,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,63120.0,65,2012,1,1477,33,1,44.75757575757576
639,701,1971-01-01,Graduate,Married,73691.0,4. Upper,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,42075.5,44,2013,1,1179,20,1,58.95
640,3856,1960-01-01,Graduate,Married,63381.0,3. Upper-Middle,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,55026.0,55,2012,1,1005,28,0,35.892857142857146
641,4149,1948-01-01,Postgraduate,Married,76140.0,4. Upper,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,60200.0,67,2014,0,1348,23,0,58.608695652173914
642,2131,1959-01-01,Postgraduate,Single,62859.0,3. Upper-Middle,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,53195.5,56,2012,1,1307,29,0,45.06896551724138
643,2942,1964-01-01,Graduate,Single,45906.0,2. Lower-Middle,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,53872.0,51,2013,1,486,20,1,24.3
644,1173,1947-01-01,Postgraduate,Married,77632.0,4. Upper,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,77862.5,68,2013,0,2252,15,3,150.13333333333333
645,4381,1971-01-01,Postgraduate,Married,46463.0,2. Lower-Middle,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,48190.0,44,2013,2,235,23,0,10.217391304347826
646,4611,1970-01-01,Graduate,Married,105471.0,4. Upper,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,53187.0,45,2013,0,1724,33,3,52.24242424242424
647,3376,1970-01-01,Postgraduate,Single,55282.0,3. Upper-Middle,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,50042.0,45,2013,1,235,15,0,15.666666666666666
648,4679,1977-01-01,Postgraduate,Married,78710.0,4. Upper,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,46808.0,38,2014,1,1092,32,0,34.125
649,10928,1958-01-01,Graduate,Married,66886.0,3. Upper-Middle,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,65148.0,57,2013,1,599,22,0,27.227272727272727
650,4248,1960-01-01,Postgraduate,Single,98777.0,4. Upper,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,50775.0,55,2014,0,2008,20,1,100.4
651,6728,1985-01-01,Graduate,Married,29103.0,1. Lower,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,37740.0,30,2012,1,48,15,0,3.2
652,6661,1974-01-01,Graduate,Married,67445.0,3. Upper-Middle,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,44989.0,41,2012,1,1174,38,0,30.894736842105264
653,4725,1950-01-01,Postgraduate,Married,50616.0,2. Lower-Middle,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,53294.5,65,2014,1,67,9,0,7.444444444444445
654,3277,1955-01-01,Graduate,Single,49431.0,2. Lower-Middle,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,59925.0,60,2012,1,365,23,0,15.869565217391305
655,5555,1975-01-01,Graduate,Single,51371.0,2. Lower-Middle,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,56243.0,40,2014,0,6,0,0,inf
656,2564,1953-01-01,Graduate,Married,61278.0,3. Upper-Middle,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,53653.0,62,2014,1,165,16,0,10.3125
657,946,1958-01-01,Undergraduate,Married,26490.0,1. Lower,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,45912.0,57,2012,0,210,17,0,12.352941176470589
658,3867,1947-01-01,Postgraduate,Married,73059.0,4. Upper,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,70588.0,68,2013,1,1095,30,0,36.5
659,6940,1966-01-01,Postgraduate,Single,46734.0,2. Lower-Middle,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,52588.5,49,2013,3,223,18,1,12.38888888888889
660,55,1963-01-01,Graduate,Married,56253.0,3. Upper-Middle,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,52425.5,52,2012,1,597,28,0,21.321428571428573
661,7093,1985-01-01,Graduate,Married,19986.0,1. Lower,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,37740.0,30,2013,1,22,11,0,2.0
662,5084,1975-01-01,Graduate,Single,58330.0,3. Upper-Middle,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,56243.0,40,2013,1,1064,28,0,38.0
663,1777,1980-01-01,Undergraduate,Married,25965.0,1. Lower,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,20985.0,35,2012,0,74,14,0,5.285714285714286
664,8162,1956-01-01,Postgraduate,Married,14661.0,1. Lower,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,55249.0,59,2013,0,26,11,0,2.3636363636363638
665,10826,1959-01-01,Graduate,Married,18690.0,1. Lower,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,59646.5,56,2012,0,60,13,0,4.615384615384615
666,8754,1974-01-01,Postgraduate,Married,45068.0,2. Lower-Middle,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,39767.0,41,2013,1,20,11,0,1.8181818181818181
667,1987,1987-01-01,Undergraduate,Single,21063.0,1. Lower,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,18050.5,28,2013,1,59,13,0,4.538461538461538
668,11007,1968-01-01,Postgraduate,Married,29187.0,1. Lower,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,42564.0,47,2013,1,34,13,0,2.6153846153846154
669,7426,1971-01-01,Undergraduate,Married,54690.0,3. Upper-Middle,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,51904.0,44,2013,2,198,15,0,13.2
670,9153,1964-01-01,Postgraduate,Married,59304.0,3. Upper-Middle,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,60100.0,51,2013,1,1048,33,0,31.757575757575758
671,10379,1962-01-01,Postgraduate,Single,59247.0,3. Upper-Middle,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,58946.5,53,2013,2,574,27,0,21.25925925925926
672,9204,1970-01-01,Graduate,Single,66731.0,3. Upper-Middle,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,53187.0,45,2012,1,1029,20,0,51.45
673,3197,1980-01-01,Graduate,Married,77353.0,4. Upper,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,46407.0,35,2013,1,670,24,0,27.916666666666668
674,2920,1975-01-01,Postgraduate,Single,52614.0,3. Upper-Middle,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,60631.0,40,2012,1,990,24,0,41.25
675,6961,1974-01-01,Graduate,Married,26751.0,1. Lower,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,44989.0,41,2014,2,11,12,0,0.9166666666666666
676,4673,1963-01-01,Postgraduate,Married,81300.0,4. Upper,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,48918.0,52,2012,1,1241,26,2,47.73076923076923
677,9937,1979-01-01,Graduate,Single,70337.0,4. Upper,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,60313.0,36,2014,0,576,18,0,32.0
678,8779,1985-01-01,Undergraduate,Married,36145.0,2. Lower-Middle,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,33812.0,30,2013,1,172,21,2,8.19047619047619
679,9596,1980-01-01,Postgraduate,Single,65295.0,3. Upper-Middle,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,43974.0,35,2013,0,664,22,0,30.181818181818183
680,2891,1963-01-01,Graduate,Single,68118.0,3. Upper-Middle,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,52425.5,52,2013,1,928,29,0,32.0
681,4910,1967-01-01,Graduate,Single,68743.0,4. Upper,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,55657.0,48,2012,0,2074,37,0,56.054054054054056
682,75,1982-01-01,Undergraduate,Married,41039.0,2. Lower-Middle,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,58582.0,33,2013,0,467,23,0,20.304347826086957
683,10120,1955-01-01,Graduate,Married,38946.0,2. Lower-Middle,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,59925.0,60,2013,1,257,17,0,15.117647058823529
684,6327,1967-01-01,Graduate,Married,65777.0,3. Upper-Middle,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,55657.0,48,2013,0,1146,18,0,63.666666666666664
685,10142,1976-01-01,Postgraduate,Single,66476.0,3. Upper-Middle,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,55412.0,39,2013,1,689,24,0,28.708333333333332
686,9826,1972-01-01,Postgraduate,Single,86857.0,4. Upper,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,56175.5,43,2012,0,2114,24,1,88.08333333333333
687,1501,1982-01-01,Postgraduate,Married,51371.0,2. Lower-Middle,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,70038.0,33,2012,0,1717,44,0,39.02272727272727
688,10767,1989-01-01,Postgraduate,Married,77845.0,4. Upper,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,50484.5,26,2014,0,1346,22,2,61.18181818181818
689,7279,1969-01-01,Postgraduate,Married,69476.0,4. Upper,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,55212.0,46,2013,0,1044,17,0,61.411764705882355
690,7230,1960-01-01,Postgraduate,Single,50611.0,2. Lower-Middle,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,50611.0,55,2012,1,493,28,2,17.607142857142858
691,143,1970-01-01,Graduate,Single,61209.0,3. Upper-Middle,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,53187.0,45,2013,0,957,15,0,63.8
